individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay,exclude,excludeReason,samplingDate,platform,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,isStranded,readStrandOrigin,runType,readLength,notes
R2635318,1045-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7518527,1044-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.3,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R8436904,1063-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.7,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R1566338,Sample_R1566338-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.4,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5695074,1016-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.2,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7033218,1039-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.2,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R2396089,Sample_R2396089-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.5,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R6429301,Sample_R6429301-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.7,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8292982,Sample_R8292982-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.2,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5862122,2005-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,2.7,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R1034846,1047-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.7,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R3110303,Sample_R3110303-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5565908,1006-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R5972272,Sample_R5972272-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R1802235,Sample_R1802235-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.9,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R1435458,Sample_SM-2T717,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5,,,NYGC1,rRNAdepletion,Kapa,True,reverse,pairedEnd,125,data contribution batch 2
R3450006,Sample_R3450006-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5505495,1009-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R2343042,Sample_R2343042-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R1827081,Sample_R1827081-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8492506,Sample_R8492506-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.5,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5533791,1034-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.4,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R9587366,Sample_R9587366-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.4,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4583840,1000-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.2,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R6070702,Sample_1049-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.6,,,NYGC2,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2903862,Sample_SM-AYOQN,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.4,,,NYGC1,rRNAdepletion,Kapa,True,reverse,pairedEnd,125,data contribution batch 2
R3187497,Sample_R3187497-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.7,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8046664,1017-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.5,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R9001803,Sample_R9001803-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.2,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R6157726,1038-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.9,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R8542703,Sample_R8542703-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9798367,1012-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R5274446,Sample_R5274446-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,9.5,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9410800,1027-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R8130934,Sample_R8130934-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.5,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8256306,Sample_2064-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,2.7,,,NYGC2,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R6733106,1064-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R2809589,Sample_R2809589-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5690684,1092-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R2732138,Sample_R2732138-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4290655,1041-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.4,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7604075,1048-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R8756461,Sample_R8756461-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.9,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8328927,Sample_SM-49KVA,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,3.5,,,NYGC1,rRNAdepletion,Kapa,True,reverse,pairedEnd,125,data contribution batch 2
R7446231,1037-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.9,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R4241294,Sample_R4241294-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.3,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5956387,1074-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R4620717,Sample_R4620717-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7418040,Sample_2002r-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,3,,,NYGC2,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R3151599,Sample_R3151599-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7506996,2016-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.9,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R9677385,1089-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.9,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7737688,1054-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.4,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R5691943,1051-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.5,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7391979,Sample_R7391979-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7029629,Sample_R7029629-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.7,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4254299,1025-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.7,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R3381702,1015-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.2,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R6445076,1057-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.3,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R5936361,1011-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R8944014,1021-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R5098644,Sample_R5098644-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R3769071,1067-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.6,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7650779,Sample_R7650779-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7269950,Sample_R7269950-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8541444,1053-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R1791486,Sample_R1791486-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.5,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4927046,Sample_R4927046-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.2,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2031310,Sample_R2031310-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7287798,Sample_R7287798-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,9,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R1498848,1013-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R1498848,Sample_SM-AYOSS,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.8,,,NYGC1,rRNAdepletion,Kapa,True,reverse,pairedEnd,125,data contribution batch 2
R3019567,1082-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.7,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R3010591,Sample_R3010591-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9935606,1018-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.7,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R9462928,1005-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.5,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R3398498,Sample_R3398498-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.7,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4744901,1042-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.7,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R9880904,1077-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.5,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R6284240,Sample_R6284240-PCC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.4,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9938478,1059-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R9507497,Sample_2010r-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.3,,,NYGC2,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5795331,2013-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.6,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R2039807,Sample_R2039807-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.4,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R1761902,Sample_R1761902-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.9,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2385937,Sample_R2385937-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R3438797,Sample_R3438797-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2359479,1032-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.9,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R1177802,Sample_R1177802-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.2,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4361022,433_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,,6.5,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3841825,327_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,,6.7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8702490,178_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,IlluminaNovaseq6000,6.7,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R4361022,Sample_R4361022-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,IlluminaNovaseq6000,6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2730285,Sample_R2730285-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,IlluminaNovaseq6000,9.3,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2393217,Sample_R2393217-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,IlluminaNovaseq6000,5.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8261694,Sample_R8261694-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,IlluminaNovaseq6000,8.4,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2420066,Sample_R2420066-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,IlluminaNovaseq6000,7.3,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R6796261,Sample_R6796261-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,IlluminaNovaseq6000,6.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7310856,Sample_200r1-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,IlluminaNovaseq6000,5.3,,,NYGC2,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R3824126,Sample_R3824126-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,IlluminaNovaseq6000,6.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7559268,Sample_R7559268-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,IlluminaNovaseq6000,6.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R3505473,Sample_R3505473-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,TRUE,sample swap,,IlluminaNovaseq6000,7,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
