individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay,exclude,excludeReason,samplingDate,platform,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,isStranded,readStrandOrigin,runType,readLength,notes
R5221394,314_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5211056,500_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5196723,155_120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.5,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5188003,427_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.5,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5184427,695_120605,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.6,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5177066,618_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5162558,352_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.3,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5158294,179_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5131375,129_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5079327,438_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5079107,449_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5053212,238_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5031238,628_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5026720,236_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4990009,542_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4986745,322_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4976287,347_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4937504,664_120530,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4935546,596_120522,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4917253,539_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.6,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4906216,02_120405,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.8,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4903779,469_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.5,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4900012,353_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4897970,246_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4859661,255_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4841941,567_120521,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4817881,185_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4790045,572_120521,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.7,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4762074,458_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4728676,45_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4689636,480_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4641987,284_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4620822,115_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4619330,452_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4602424,411_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4581557,632_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4575675,128_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4570065,345_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4567280,536_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4531942,303_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.4,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4527133,534_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4482444,164_120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4470253,603_120523,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4415805,05_120405,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.1,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4388056,363_120502,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4379962,289_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4345802,89_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4332132,251_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4292728,218_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4289838,464_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.8,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4276053,613_120523,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4260171,470_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4249236,40_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4244951,435_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4242773,375_120502,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4242008,541_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.4,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4184741,90_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.7,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4182458,378_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4174623,153_120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4147686,699_120605,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4119160,586_120522,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4087581,25_120411,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4087141,197_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4078277,250_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4077358,231_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4053976,478_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4047989,326_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4042599,214_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4022468,538_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.1,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4021549,372_120502,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R4014413,644_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.7,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3987433,124_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3984996,328_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3978789,253_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3948425,448_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.4,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3937593,300_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3927700,643_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.6,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3922205,678_120604,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3917022,248_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.3,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3910349,271_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.2,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3900996,241_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.4,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3898113,83_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3884524,703_120605,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3877498,676_120604,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.2,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3874626,599_120523,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.8,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3857927,528_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3857147,77_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.8,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3844037,15_120410,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3837901,64_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3825485,334_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3811781,501_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3784607,349_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3776872,196_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3769291,190_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.3,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3757880,291_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3744330,232_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3741788,170_120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3740754,710_120531,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.2,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3739042,473_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3722356,12_120410,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3631183,228_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.3,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3607578,88_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.7,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3596834,38_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3589148,287_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3579460,277_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3553915,310_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.1,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3535957,582_120521,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3518363,272_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.9,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3485645,270_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3477250,669_120530,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3452739,183_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3444124,180_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3442506,74_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3426726,136_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3408213,415_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3405776,04_120405,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3400726,574_120521,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3391715,497_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3368249,588_120522,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.4,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3328867,245_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3328752,481_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3322663,35_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3292822,722_120531,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,9.5,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3280186,162_120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3257830,637_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3201576,671_120530,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3198654,181_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3185659,82_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3176125,360_120502,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3160138,60_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3143439,502_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3128463,108_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3121235,605_120523,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.8,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3111222,549_120517,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.8,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3081601,168_120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3077672,604_120523,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3035452,369_120502,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R3008520,485_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R2992930,617_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.1,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
