Gene,Gene_name,In_OMIM,In_OpenTargets_Platform,OpenTargets_score,OpenTargets_sources,In_ClinVar,In_SZDB,Databases
CACNA1D,calcium voltage-gated channel subunit alpha1 D,N,Y,0.054473940389791656,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CACNA1G,calcium voltage-gated channel subunit alpha1 G,N,Y,0.14461614079395094,gene_burden|clinical_precedence|impc|europepmc,N,N,OpenTargets_Platform
CACNA1H,calcium voltage-gated channel subunit alpha1 H,N,Y,0.09485903154852911,clinical_precedence|europepmc,N,N,OpenTargets_Platform
CACNA1I,calcium voltage-gated channel subunit alpha1 I,N,Y,0.5508923213532093,gwas_credible_sets|clinical_precedence|europepmc|impc,N,N,OpenTargets_Platform
CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1,N,Y,0.31363464396274787,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2,N,Y,0.23503190186840453,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CACNA2D4,calcium voltage-gated channel auxiliary subunit alpha2delta 4,N,Y,0.041680544649331346,impc|gwas_credible_sets,N,N,OpenTargets_Platform
CACNB2,calcium voltage-gated channel auxiliary subunit beta 2,N,Y,0.2937221141480445,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CADM2,cell adhesion molecule 2,N,Y,0.23489470132222734,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CALCA,calcitonin related polypeptide alpha,Y,N,0.029446643896600285,europepmc,N,N,OMIM
CALCOCO2,calcium binding and coiled-coil domain 2,N,Y,0.0468815584662451,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CALCR,calcitonin receptor,N,Y,0.028163946207026124,europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
CALN1,calneuron 1,N,Y,0.4591969460527007,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CAMK1D,calcium/calmodulin dependent protein kinase ID,N,Y,0.33066261390889995,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CAMK2B,calcium/calmodulin dependent protein kinase II beta,Y,N,0.055627369096529725,europepmc|impc,N,N,OMIM
CAMK2G,calcium/calmodulin dependent protein kinase II gamma,N,Y,0.11040009953733955,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CAMKK2,calcium/calmodulin dependent protein kinase kinase 2,N,Y,0.36857860878839516,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CAMKV,CaM kinase like vesicle associated,N,Y,0.020136094529953283,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CAMSAP2,calmodulin regulated spectrin associated protein family member 2,N,Y,0.021300202785517502,gwas_credible_sets,N,N,OpenTargets_Platform
CAPS2,calcyphosine 2,N,Y,0.029953304824972975,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CARMIL1,capping protein regulator and myosin 1 linker 1,N,Y,0.45718735748281236,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CASP12,caspase 12 (gene/pseudogene),N,Y,0.2003692705913228,gwas_credible_sets,N,N,OpenTargets_Platform
CASP4,caspase 4,N,Y,0.02389983987793639,gwas_credible_sets,N,N,OpenTargets_Platform
CBLN2,cerebellin 2 precursor,N,Y,0.24583842944319947,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CCDC122,coiled-coil domain containing 122,N,Y,0.05943104370025731,gwas_credible_sets,N,N,OpenTargets_Platform
CCDC126,coiled-coil domain containing 126,N,Y,0.01951145226932623,gwas_credible_sets,N,N,OpenTargets_Platform
CCDC141,coiled-coil domain containing 141,Y,Y,0.2676784329799807,gwas_credible_sets|impc|europepmc,N,N,OMIM|OpenTargets_Platform
CCDC175,coiled-coil domain containing 175,N,Y,0.19548023451070742,gwas_credible_sets,N,N,OpenTargets_Platform
CCDC182,coiled-coil domain containing 182,N,Y,0.058829999002169724,gwas_credible_sets,N,N,OpenTargets_Platform
CCDC68,coiled-coil domain containing 68,N,Y,0.34716548270694986,gwas_credible_sets,N,N,OpenTargets_Platform
CCDC71,coiled-coil domain containing 71,N,Y,0.02883200873388816,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CCDC85A,coiled-coil domain containing 85A,N,Y,0.18533762631261066,gwas_credible_sets,N,N,OpenTargets_Platform
CCDC88A,coiled-coil and HOOK domain protein 88A,Y,N,,,N,N,OMIM
CCDC92,coiled-coil domain containing 92,N,Y,0.3132213046205673,gwas_credible_sets,N,N,OpenTargets_Platform
CCIN,calicin,N,Y,0.018738565159120334,gwas_credible_sets,N,N,OpenTargets_Platform
CCKAR,cholecystokinin A receptor,Y,N,0.062400668764637006,europepmc|impc,N,N,OMIM
CCL20,C-C motif chemokine ligand 20,N,Y,0.028667390421103077,europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
CCL28,C-C motif chemokine ligand 28,N,Y,0.02069166361184244,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CCND1,cyclin D1,N,Y,0.005728487747612877,europepmc|clinical_precedence,N,N,OpenTargets_Platform
CCNH,cyclin H,N,Y,0.20229356079707836,gwas_credible_sets,N,N,OpenTargets_Platform
CCNY,cyclin Y,N,Y,0.03766594360701672,gwas_credible_sets,N,N,OpenTargets_Platform
CD164,CD164 molecule,N,Y,0.3055656898803954,gwas_credible_sets,N,N,OpenTargets_Platform
CD40,CD40 molecule,N,Y,0.04492791825287309,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CD47,CD47 molecule,N,Y,0.13967103301220293,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CD58,CD58 molecule,N,Y,0.04427553217665234,gwas_credible_sets,N,N,OpenTargets_Platform
CDC42,cell division cycle 42,N,Y,0.15421629019066035,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CDCP1,CUB domain containing protein 1,N,Y,0.03525150159334834,gwas_credible_sets,N,N,OpenTargets_Platform
CDH13,cadherin 13,N,Y,0.34256242533669096,gwas_credible_sets|europepmc|impc,N,N,OpenTargets_Platform
CDIP1,cell death inducing p53 target 1,N,Y,0.1035426407485631,gwas_credible_sets|impc,N,N,OpenTargets_Platform
CDK2AP1,cyclin dependent kinase 2 associated protein 1,N,Y,0.1002905322623569,gwas_credible_sets,N,N,OpenTargets_Platform
CDK4,cyclin dependent kinase 4,N,Y,0.01459840426004572,europepmc|clinical_precedence,N,N,OpenTargets_Platform
CDK5R1,cyclin dependent kinase 5 regulatory subunit 1,N,Y,0.10725092358455078,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CDK6,cyclin dependent kinase 6,N,Y,0.0036957985468470183,clinical_precedence,N,N,OpenTargets_Platform
CDKAL1,CDKAL1 threonylcarbamoyladenosine tRNA methylthiotransferase,N,Y,0.1361513827780938,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CDKN2A,cyclin dependent kinase inhibitor 2A,N,Y,0.03490738956878421,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CDKN2B,cyclin dependent kinase inhibitor 2B,N,Y,0.31713896145270315,gwas_credible_sets,N,N,OpenTargets_Platform
CDKN2C,cyclin dependent kinase inhibitor 2C,N,Y,0.05405553460061357,gwas_credible_sets,N,N,OpenTargets_Platform
CEACAM21,CEA cell adhesion molecule 21,Y,N,0.011826555349910457,europepmc,N,N,OMIM
CEBPZ,CCAAT enhancer binding protein zeta,N,Y,0.07561552206712413,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CEBPZOS,CEBPZ opposite strand,N,Y,0.05259322431805357,gwas_credible_sets,N,N,OpenTargets_Platform
CELF2,CUGBP Elav-like family member 2,N,Y,0.2611597877479092,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CELF4,CUGBP Elav-like family member 4,N,Y,0.4036111901268144,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CENPF,centromere protein F,N,Y,0.03779996882510914,gwas_credible_sets,N,N,OpenTargets_Platform
CENPW,centromere protein W,N,Y,0.33641314973728337,gwas_credible_sets,N,N,OpenTargets_Platform
CEP170,centrosomal protein 170,N,Y,0.20613298152085072,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CEP192,centrosomal protein 192,N,Y,0.11345819985907234,gwas_credible_sets,N,N,OpenTargets_Platform
CEP68,centrosomal protein 68,N,Y,0.32474433979736045,gwas_credible_sets,N,N,OpenTargets_Platform
CEPT1,choline/ethanolamine phosphotransferase 1,N,Y,0.06343071329297222,gwas_credible_sets,N,N,OpenTargets_Platform
CER1,"cerberus 1, DAN family BMP antagonist",N,Y,0.16539202448384033,gwas_credible_sets,N,N,OpenTargets_Platform
CERS3,ceramide synthase 3,N,Y,0.17159718937241925,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CERS5,ceramide synthase 5,N,Y,0.05188061106899591,gwas_credible_sets,N,N,OpenTargets_Platform
CETN3,centrin 3,N,Y,0.13042059975993273,gwas_credible_sets,N,N,OpenTargets_Platform
CFAP100,cilia and flagella associated protein 100,N,Y,0.018785983260904904,gwas_credible_sets,N,N,OpenTargets_Platform
CFAP299,cilia and flagella associated protein 299,N,Y,0.02877886805570711,gwas_credible_sets,N,N,OpenTargets_Platform
CFAP46,cilia and flagella associated protein 46,N,Y,0.2347105638157331,gwas_credible_sets,N,N,OpenTargets_Platform
CFAP52,cilia and flagella associated protein 52,N,Y,0.025281821255079835,gwas_credible_sets,N,N,OpenTargets_Platform
CFAP58,cilia and flagella associated protein 58,N,Y,0.03886054466763892,gwas_credible_sets,N,N,OpenTargets_Platform
CFAP77,cilia and flagella associated protein 77,N,Y,0.15800826716339364,gwas_credible_sets,N,N,OpenTargets_Platform
CFTR,CF transmembrane conductance regulator,N,Y,0.11124353626009523,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
CFTR-AS2,,N,N,,,Y,N,ClinVar
CHADL,chondroadherin like,N,Y,0.049328902149732824,gwas_credible_sets,N,N,OpenTargets_Platform
CHI3L1,chitinase 3 like 1,Y,Y,0.403454403071989,uniprot_literature|eva|europepmc,Y,N,OMIM|OpenTargets_Platform|ClinVar
CHN2,chimerin 2,N,Y,0.13979358003448844,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
CHRFAM7A,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion,Y,N,0.02057349419261951,europepmc,N,N,OMIM
CHRM1,cholinergic receptor muscarinic 1,Y,Y,0.4226638250305281,clinical_precedence|impc|europepmc,N,N,OMIM|OpenTargets_Platform
CHRM2,cholinergic receptor muscarinic 2,N,Y,0.4120393278797592,clinical_precedence|gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CHRM3,cholinergic receptor muscarinic 3,N,Y,0.4754485640658325,clinical_precedence|gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
CHRM4,cholinergic receptor muscarinic 4,N,Y,0.4599119544783987,clinical_precedence|gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
CHRNA2,cholinergic receptor nicotinic alpha 2 subunit,N,Y,0.19867593252180515,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
CHRNA3,cholinergic receptor nicotinic alpha 3 subunit,N,Y,0.5001708618944289,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,N,Y,0.31051572318442605,clinical_precedence|europepmc,N,N,OpenTargets_Platform
CHRNA5,cholinergic receptor nicotinic alpha 5 subunit,N,Y,0.23910591461835426,gwas_credible_sets|clinical_precedence|europepmc,N,N,OpenTargets_Platform
CHRNA6,cholinergic receptor nicotinic alpha 6 subunit,N,Y,0.07497851301915888,clinical_precedence|europepmc,N,N,OpenTargets_Platform
CHRNA7,cholinergic receptor nicotinic alpha 7 subunit,Y,Y,0.31254446248612217,clinical_precedence|europepmc,N,N,OMIM|OpenTargets_Platform
CHRNB2,cholinergic receptor nicotinic beta 2 subunit,N,Y,0.31144383272154563,clinical_precedence|impc|europepmc,N,N,OpenTargets_Platform
CHRNB4,cholinergic receptor nicotinic beta 4 subunit,N,Y,0.3264891223881494,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CHST12,carbohydrate sulfotransferase 12,N,Y,0.03249640854343892,gwas_credible_sets,N,N,OpenTargets_Platform
CHUK,component of inhibitor of nuclear factor kappa B kinase complex,N,Y,0.02144090357357121,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CILP2,cartilage intermediate layer protein 2,N,Y,0.03164611491441628,gwas_credible_sets,N,N,OpenTargets_Platform
CIMIP5,ciliary microtubule inner protein 5,N,Y,0.04927718435591671,gwas_credible_sets,N,N,OpenTargets_Platform
CIMIP7,ciliary microtubule inner protein 7,N,Y,0.022008971303980728,gwas_credible_sets,N,N,OpenTargets_Platform
CISD2,CDGSH iron sulfur domain 2,N,Y,0.08489404618904198,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CISH,cytokine inducible SH2 containing protein,N,Y,0.08507922661872296,gwas_credible_sets,N,N,OpenTargets_Platform
CKB,creatine kinase B,N,Y,0.05201224716209196,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CLCN2,chloride voltage-gated channel 2,Y,N,0.0022174791281082107,europepmc,N,N,OMIM
CLCN3,Cl-/H+ antiporter 3,N,Y,0.40898787503561657,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CLCN4,Cl-/H+ antiporter 4,N,Y,0.11826555349910459,eva,Y,N,OpenTargets_Platform|ClinVar
CLDN1,claudin 1,N,Y,0.021506892102515295,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CLDN16,claudin 16,N,Y,0.019459682127248374,gwas_credible_sets,N,N,OpenTargets_Platform
CLDN20,claudin 20,N,Y,0.021286094795360814,gwas_credible_sets,N,N,OpenTargets_Platform
CLEC18A,C-type lectin domain family 18 member A,N,Y,0.1547579580549651,gwas_credible_sets,N,N,OpenTargets_Platform
CLIC2,CLIC family member 2,Y,N,,,N,N,OMIM
CLINT1,clathrin interactor 1,Y,N,0.029983355974459072,europepmc,N,N,OMIM
CLIP3,CAP-Gly domain containing linker protein 3,N,Y,0.0328918800049814,gwas_credible_sets,N,N,OpenTargets_Platform
CLOCK,clock circadian regulator,Y,N,0.02821922428717056,europepmc,N,N,OMIM
CLRN2,clarin 2,N,Y,0.12072877537223334,gwas_credible_sets,N,N,OpenTargets_Platform
CLSPN,claspin,N,Y,0.018736347146810155,gwas_credible_sets,N,N,OpenTargets_Platform
CLTA,clathrin light chain A,N,Y,0.022821129915087005,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CLU,clusterin,N,Y,0.11425347849949666,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CNKSR2,connector enhancer of kinase suppressor of Ras 2,N,Y,0.41677375243288933,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2,N,Y,0.3050626180662967,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CNNM4,cyclin and CBS domain divalent metal cation transport mediator 4,N,Y,0.2983819624221855,gwas_credible_sets,N,N,OpenTargets_Platform
CNOT1,CCR4-NOT transcription complex subunit 1,N,Y,0.3462591574454444,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CNOT7,CCR4-NOT transcription complex subunit 7,N,Y,0.23102432923883853,gwas_credible_sets,N,N,OpenTargets_Platform
CNR1,cannabinoid receptor 1,N,Y,0.14460363314805327,clinical_precedence|europepmc|impc,N,N,OpenTargets_Platform
CNTF,ciliary neurotrophic factor,Y,N,0.04005440230903822,europepmc,N,N,OMIM
CNTN4,contactin 4,N,Y,0.4498072776053175,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CNTN6,contactin 6,N,N,0.009598386899701331,europepmc,Y,N,ClinVar
CNTNAP2,contactin associated protein 2,N,Y,0.15751625855019644,eva|impc|europepmc,Y,N,OpenTargets_Platform|ClinVar
COA8,cytochrome c oxidase assembly factor 8,N,Y,0.3389801790579058,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
COASY,Coenzyme A synthase,N,Y,0.12964509123728823,gwas_credible_sets,N,N,OpenTargets_Platform
COG6,component of oligomeric golgi complex 6,N,Y,0.09484170385417004,gwas_credible_sets,N,N,OpenTargets_Platform
COL22A1,collagen type XXII alpha 1 chain,N,Y,0.1931481577164334,gwas_credible_sets,N,N,OpenTargets_Platform
COL9A3,collagen type IX alpha 3 chain,N,Y,0.26865569608536,gwas_credible_sets,N,N,OpenTargets_Platform
COLGALT2,collagen beta(1-O)galactosyltransferase 2,N,Y,0.29502320614203237,gwas_credible_sets,N,N,OpenTargets_Platform
COMMD8,COMM domain containing 8,N,Y,0.03460043787994437,gwas_credible_sets,N,N,OpenTargets_Platform
COMT,catechol-O-methyltransferase,Y,Y,0.24275530811947207,uniprot_literature|eva|europepmc|clinical_precedence|impc,Y,N,OMIM|OpenTargets_Platform|ClinVar
COP1,COP1 E3 ubiquitin ligase,N,Y,0.2501618736464723,gwas_credible_sets,N,N,OpenTargets_Platform
COPS8,COP9 signalosome subunit 8,N,Y,0.32787393176155766,gwas_credible_sets,N,N,OpenTargets_Platform
COQ10B,coenzyme Q10B,N,Y,0.0489093903485704,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CORIN,"corin, serine peptidase",N,Y,0.2511206717673972,gwas_credible_sets,N,N,OpenTargets_Platform
CORO7,coronin 7,N,Y,0.2152703136019362,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
COX11,cytochrome c oxidase copper chaperone COX11,N,Y,0.02431727915689974,gwas_credible_sets,N,N,OpenTargets_Platform
COXFA4L2,cytochrome c oxidase hypoxia associated subunit FA4L2,N,Y,0.2839396967134106,clinical_precedence|gwas_credible_sets,N,N,OpenTargets_Platform
CPEB1,cytoplasmic polyadenylation element binding protein 1,N,Y,0.21788992248812658,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CPEB3,cytoplasmic polyadenylation element binding protein 3,N,Y,0.2912760622761233,gwas_credible_sets,N,N,OpenTargets_Platform
CPLX1,complexin 1,N,Y,0.07488645572937051,europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
CPNE1,copine 1,N,Y,0.43660521455318735,eva,Y,N,OpenTargets_Platform|ClinVar
CPNE8,copine 8,N,Y,0.17689969618892432,gwas_credible_sets,N,N,OpenTargets_Platform
CPPED1,calcineurin like phosphoesterase domain containing 1,N,Y,0.07856395244839481,gwas_credible_sets,N,N,OpenTargets_Platform
CPT2,carnitine palmitoyltransferase 2,N,Y,0.05451784594921628,europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
CRB1,crumbs cell polarity complex component 1,N,Y,0.11087395640541053,eva,Y,N,OpenTargets_Platform|ClinVar
CRBN,cereblon,N,Y,0.29244631365753665,gwas_credible_sets,N,N,OpenTargets_Platform
CREB1,cAMP responsive element binding protein 1,N,Y,0.28043224755867224,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CREB3L2,cAMP responsive element binding protein 3 like 2,N,Y,0.029598858636124416,gwas_credible_sets,N,N,OpenTargets_Platform
CREB3L4,cAMP responsive element binding protein 3 like 4,N,Y,0.08708982448847262,gwas_credible_sets,N,N,OpenTargets_Platform
CRHR1,corticotropin releasing hormone receptor 1,N,Y,0.32964560353707795,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CRTC1,CREB regulated transcription coactivator 1,N,Y,0.17654203902711757,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CRTC2,CREB regulated transcription coactivator 2,N,Y,0.10239293673766436,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CRYBA1,crystallin beta A1,N,Y,0.04594492857293697,gwas_credible_sets,N,N,OpenTargets_Platform
CRYBA4,crystallin beta A4,N,N,0.049279777823658145,impc,Y,N,ClinVar
CRYBB1,crystallin beta B1,N,Y,0.11193136543409177,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
CSE1L,chromosome segregation 1 like,N,Y,0.08526203391050037,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CSF2RA,colony stimulating factor 2 receptor subunit alpha,Y,N,0.005715757774840405,europepmc,N,N,OMIM
CSF3R,colony stimulating factor 3 receptor,N,Y,0.2770288288587258,gwas_credible_sets,N,N,OpenTargets_Platform
CSMD1,CUB and Sushi multiple domains 1,N,Y,0.5061185818780879,gwas_credible_sets|europepmc|impc,Y,N,OpenTargets_Platform|ClinVar
CSMD2,CUB and Sushi multiple domains 2,N,Y,0.24316407743050902,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CSNK2B,casein kinase 2 beta,Y,N,0.016223118365667966,europepmc,N,N,OMIM
CSRNP3,cysteine and serine rich nuclear protein 3,N,Y,0.024732943750656492,gwas_credible_sets,N,N,OpenTargets_Platform
CTDSPL,CTD small phosphatase like,N,Y,0.24022253505574676,gwas_credible_sets,N,N,OpenTargets_Platform
CTNNA1,catenin alpha 1,N,Y,0.11272185567883404,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
CTNND1,catenin delta 1,N,Y,0.12069036381556325,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CTNND2,catenin delta 2,N,N,0.009056821501013144,europepmc,Y,N,ClinVar
CTSF,cathepsin F,N,Y,0.03074877502334275,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CTTNBP2NL,CTTNBP2 N-terminal like,N,Y,0.025007924959013546,gwas_credible_sets,N,N,OpenTargets_Platform
CUL3,cullin 3,N,Y,0.4733734856041863,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CUL9,cullin 9,N,Y,0.18556643235662854,gwas_credible_sets,N,N,OpenTargets_Platform
CWF19L1,CWF19 like cell cycle control factor 1,N,Y,0.16357527705027988,gwas_credible_sets,N,N,OpenTargets_Platform
CXXC5,CXXC finger protein 5,N,Y,0.3306903594423621,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CYB561,cytochrome b561,N,Y,0.05025960065944561,gwas_credible_sets,N,N,OpenTargets_Platform
CYB561D2,cytochrome b561 family member D2,N,Y,0.1790128134513784,gwas_credible_sets,N,N,OpenTargets_Platform
CYCS,"cytochrome c, somatic",N,Y,0.041156847989619064,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
